SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),month,day,hour,PM10_lag1
0.003,0.5,0.045,0.02,41.0,20.0,25.9,0.0,3.1,80,8,26,13,15.0
0.003,0.5,0.051,0.019,46.0,23.0,27.0,0.0,4.9,79,8,26,14,13.0
0.003,0.5,0.053,0.018,49.0,27.0,27.7,0.0,4.0,76,8,26,15,16.0
0.003,0.5,0.054,0.016,55.0,28.0,27.3,0.7,2.9,83,8,26,16,14.0
0.004,0.5,0.054,0.017,58.0,28.0,27.6,0.0,3.8,80,8,26,17,12.0
0.003,0.6,0.051,0.021,66.0,33.0,27.3,0.0,3.2,82,8,26,18,12.0
0.003,0.6,0.05,0.019,66.0,34.0,26.8,0.0,3.4,84,8,26,19,16.0
0.003,0.6,0.05,0.018,69.0,33.0,26.4,0.0,2.8,87,8,26,20,14.0
0.003,0.5,0.049,0.016,60.0,30.0,26.3,0.0,3.0,88,8,26,21,13.0
0.003,0.5,0.048,0.015,60.0,32.0,26.0,0.0,3.0,87,8,26,22,12.0
0.003,0.5,0.05,0.013,57.0,28.0,25.8,0.0,2.2,88,8,26,23,14.0
0.003,0.5,0.052,0.01,58.0,30.0,25.5,0.0,2.4,88,8,27,0,15.0
0.003,0.5,0.049,0.01,56.0,27.0,25.2,0.0,1.5,87,8,27,1,16.0
0.003,0.5,0.045,0.011,58.0,28.0,25.0,0.0,0.9,88,8,27,2,18.0
0.003,0.5,0.04,0.012,55.0,26.0,24.8,0.0,1.2,89,8,27,3,20.0
0.003,0.5,0.035,0.016,52.0,24.0,24.6,0.0,0.6,90,8,27,4,21.0
0.004,0.5,0.037,0.018,44.0,21.0,24.3,0.0,1.3,89,8,27,5,20.0
0.003,0.5,0.036,0.018,35.0,18.0,23.9,0.0,1.9,77,8,27,6,21.0
0.003,0.5,0.036,0.021,35.0,16.0,23.6,0.0,0.9,79,8,27,7,20.0
0.003,0.4,0.039,0.019,29.0,16.0,23.5,0.0,0.6,78,8,27,8,24.0
0.003,0.4,0.04,0.02,18.0,8.0,22.7,0.1,1.2,73,8,27,9,30.0
0.003,0.5,0.036,0.025,21.0,8.0,22.7,0.1,1.2,75,8,27,10,34.0
0.003,0.5,0.034,0.023,25.0,7.0,22.8,0.0,1.0,79,8,27,11,39.0
0.003,0.5,0.034,0.023,16.0,6.0,22.6,0.0,1.4,76,8,27,12,39.0
0.003,0.6,0.019,0.04,20.0,9.0,22.9,0.0,2.0,73,8,27,13,41.0
0.003,0.6,0.015,0.044,29.0,12.0,22.9,0.2,1.1,81,8,27,14,46.0
0.003,0.6,0.025,0.037,18.0,9.0,21.9,0.5,1.2,84,8,27,15,49.0
0.003,0.5,0.022,0.039,18.0,9.0,22.0,0.0,0.4,85,8,27,16,55.0
0.003,0.5,0.018,0.033,21.0,10.0,21.8,0.0,2.1,87,8,27,17,58.0
0.003,0.6,0.009,0.043,24.0,11.0,21.7,0.0,1.4,86,8,27,18,66.0
0.003,0.5,0.009,0.04,24.0,12.0,21.6,0.0,1.0,87,8,27,19,66.0
0.003,0.5,0.006,0.042,27.0,11.0,21.4,0.0,1.6,88,8,27,20,69.0
0.003,0.5,0.009,0.038,23.0,10.0,21.2,0.0,1.4,91,8,27,21,60.0
0.003,0.5,0.005,0.039,24.0,12.0,20.8,0.0,0.3,90,8,27,22,60.0
0.003,0.5,0.003,0.037,23.0,10.0,20.5,0.0,0.1,91,8,27,23,57.0
0.003,0.5,0.002,0.037,22.0,7.0,20.4,0.0,0.0,92,8,28,0,58.0
0.003,0.5,0.002,0.033,22.0,8.0,20.3,0.0,1.3,93,8,28,1,56.0
0.003,0.6,0.002,0.033,26.0,11.0,20.3,0.0,1.0,92,8,28,2,58.0
0.003,0.5,0.001,0.029,24.0,9.0,20.4,0.0,1.8,93,8,28,3,55.0
0.003,0.5,0.003,0.027,26.0,12.0,20.2,0.0,1.6,92,8,28,4,52.0
0.003,0.5,0.003,0.027,26.0,9.0,20.1,0.0,1.5,92,8,28,5,44.0
0.003,0.5,0.002,0.025,26.0,9.0,19.8,0.0,1.8,94,8,28,6,35.0
0.003,0.6,0.004,0.027,24.0,8.0,20.0,0.0,1.7,94,8,28,7,35.0
0.003,0.6,0.004,0.033,32.0,12.0,20.7,0.0,1.9,94,8,28,8,29.0
0.003,0.6,0.01,0.031,30.0,10.0,21.4,0.0,2.1,90,8,28,9,18.0
0.004,0.5,0.022,0.032,34.0,11.0,22.6,0.0,0.8,88,8,28,10,21.0
0.003,0.5,0.042,0.024,28.0,13.0,24.1,0.0,1.1,80,8,28,11,25.0
0.003,0.5,0.066,0.016,32.0,18.0,25.8,0.0,2.4,71,8,28,12,16.0
0.003,0.5,0.08,0.014,35.0,22.0,26.5,0.0,2.5,66,8,28,13,20.0
0.003,0.4,0.077,0.01,32.0,23.0,27.5,0.0,2.7,60,8,28,14,29.0
0.003,0.5,0.079,0.012,37.0,24.0,27.9,0.0,2.7,59,8,28,15,18.0
